PlayerID,PA,WAR,G,AB,R,H,2B,3B,HR,RBI,SB,HallOfFame
mcswepa01,13,-0.13,3,12,2,3,1,0,0,2,1,NC
flagewa01,247,0.075,70,104,10,22,2,0,0,12,0,NC
grimeos01,2193,0.588,602,1680,208,427,69,24,17,184,28,NC
jenkige01,5254,1.994545455,1349,4700,688,1293,303,22,221,733,32,NC
thompdo01,343,-0.4125,217,307,52,67,8,0,1,19,4,NC
cartega01,9019,3.690526316,2296,7971,1025,2092,371,31,324,1225,39,I
gladdji01,12,-0.16,4,11,0,1,0,0,0,0,0,NC
harrijo01,297,-0.375,72,264,47,58,5,5,3,38,5,NC
baumhfr01,3810,0.687272727,1019,3394,447,992,166,52,25,265,28,NC
newmaal01,2409,0.3075,854,2107,264,476,68,7,1,156,91,NC
encarma01,76,-0.265,23,69,3,14,1,0,0,3,2,NC
danieto01,250,-1.65,76,230,15,46,3,2,0,10,1,NC
sardibr01,12,-0.01,10,9,6,3,0,0,0,2,0,NC
brown01,9,-0.2,2,9,0,0,0,0,0,0,0,NC
hulswru01,2421,0.177142857,644,2230,208,564,64,32,3,203,49,NC
powerle01,63,0.06,21,55,7,18,1,1,0,2,0,NC
seguife01,402,-0.118,178,366,42,91,23,0,17,40,0,NC
fasansa01,1245,0.125,427,1178,136,258,48,0,47,136,2,NC
herndla01,5319,1.081428571,1537,4877,605,1334,186,76,107,550,92,NC
thomabu02,20,0.23,14,20,3,7,0,0,1,1,2,NC
whisela01,237,0.086,116,205,27,48,10,3,4,21,3,NC
hardibu01,7,-0.07,3,7,1,1,0,0,0,0,0,NC
weaveji03,34,-0.1,31,31,6,5,4,0,0,2,2,NC
oberrmi01,433,0.091428571,197,376,38,72,10,1,3,27,1,NC
williji04,44,0.075,24,39,8,11,1,0,0,2,1,NC
gaulemi01,2,-0.06,1,2,0,0,0,0,0,0,0,NC
calloro01,460,-0.64,172,424,40,95,19,1,10,62,11,NC
halleto01,4520,2.44,1294,3935,461,1011,153,31,134,504,14,NC
pepitjo01,5475,0.695714286,1397,5264,628,1354,161,38,224,729,49,C
wanerll01,8333,1.147619048,1993,7565,1182,2397,276,117,27,589,66,I
shupevi01,305,-0.67,78,283,22,76,8,0,0,15,3,NC
dimmemi01,9,1.16E-18,39,8,11,1,0,0,0,0,1,NC
littlla01,27,-0.69,26,23,2,0,0,0,0,1,0,NC
haworho01,9,-0.1,7,7,0,1,0,0,0,1,0,NC
smithwi01,44,-1.23,17,42,3,8,0,0,0,2,0,NC
janowvi01,215,-0.61,83,196,20,42,6,1,2,10,0,NC
kimbldi01,57,0.33,20,49,5,12,1,1,0,1,0,NC
schrete01,55,0.07,39,50,1,8,0,0,0,2,0,NC
henrysn01,81,-0.345,29,75,6,14,4,1,0,7,2,NC
downeto01,2469,0.025714286,651,2319,279,566,75,26,8,207,90,NC
mundybi01,64,-0.45,16,47,4,12,0,0,0,4,0,NC
daisege01,4,-0.09,1,4,0,0,0,0,0,0,0,NC
chrisry01,1154,0.032857143,452,998,157,221,47,5,16,101,15,NC
maciadr01,115,-0.046666667,69,96,11,19,6,0,3,12,0,NC
pawelte01,4,0.03,4,4,0,1,1,0,0,0,0,NC
quickha01,43,-0.05,12,41,3,10,1,0,0,2,1,NC
lanceri01,68,-0.183333333,36,65,4,11,2,0,2,11,0,NC
pauljo01,797,0.023,321,724,98,180,35,2,10,77,13,NC
hodgero01,1683,0.511666667,666,1426,119,342,56,2,19,147,10,NC
bandoch01,1467,0.168,498,1356,140,301,47,2,28,150,1,NC
flannjo01,3,-0.11,7,2,1,0,0,0,0,0,0,NC
mottoch01,137,-0.184,59,125,17,25,6,0,4,12,2,NC
walteda01,296,0.04,84,273,20,64,14,1,5,32,1,NC
carroto01,31,-0.023333333,64,30,15,9,0,0,0,1,1,NC
suttoez01,5537,1.827777778,1263,5360,994,1574,227,97,25,672,70,NC
whiteja02,7,-0.13,6,7,1,0,0,0,0,0,0,NC
yaryaya01,194,0.075,81,173,20,45,10,2,2,24,1,NC
skinnal01,6,0,2,6,0,2,0,0,0,0,0,NC
odonnjo01,4,-0.22,1,4,0,1,0,0,0,0,0,NC
obriejo01,79,-0.14,18,77,7,19,1,1,0,0,0,NC
szekejo01,13,-0.36,5,13,0,1,0,0,0,0,0,NC
hustowa01,121,-0.405,71,109,12,18,4,0,0,4,0,NC
pafkoan01,7027,2.040555556,1852,6193,828,1774,258,65,207,953,38,C
decasyu01,2,-0.06,3,2,0,0,0,0,0,0,0,NC
bernato01,4243,1.095,1071,3712,523,964,173,31,79,398,97,NC
kennejo02,2,-0.11,5,2,1,0,0,0,0,0,0,NC
jelicch01,11,-0.02,4,11,2,1,0,0,1,1,0,NC
kingmha01,4,-0.04,4,3,0,0,0,0,0,0,0,NC
escheji01,50,0.07,15,42,11,10,1,0,0,2,0,NC
nagleto01,180,-0.235,46,169,24,42,5,1,1,12,4,NC
niehaal01,231,-0.2,68,128,14,28,16,0,0,14,0,NC
richmdo01,162,-0.13,56,152,11,32,6,2,2,22,1,NC
mangupe01,1153,0.198571429,319,1085,174,272,39,5,18,90,74,NC
schmiwa01,2635,0.547,766,2411,216,619,63,20,3,234,57,NC
sisledi01,2880,0.885555556,799,2215,257,616,105,24,42,304,3,NC
mccreto01,3357,0.905833333,802,3118,464,884,98,74,28,397,113,NC
jetersh01,18,-0.3,13,18,1,2,0,0,0,0,0,NC
blairwa01,1384,-0.132857143,442,1255,80,272,42,11,3,106,18,NC
bollimi01,1330,0.2775,400,885,98,217,38,6,15,75,3,NC
mclaufr01,444,-0.172,107,370,52,85,14,5,8,4,0,NC
cranesa01,1420,-0.524444444,373,1346,194,266,26,19,4,47,23,NC
rittefl01,3,-0.14,1,3,0,0,0,0,0,0,0,NC
kentje01,9537,2.915263158,2298,8810,1369,2550,578,48,388,1561,98,C
quinnpa02,154,-0.06,42,160,21,47,3,0,0,17,3,NC
coffeja01,405,-0.536666667,110,391,35,76,4,8,0,28,6,NC
deasljo01,179,-0.275,44,268,40,58,2,2,0,0,0,NC
randlle01,4427,0.968333333,1138,3950,488,1016,145,40,27,322,156,NC
martija01,709,-0.313333333,187,401,50,88,10,1,0,27,14,NC
rublear01,176,-0.575,75,145,23,30,8,2,0,19,2,NC
meloapa01,491,0.376666667,130,228,23,56,6,6,0,25,4,NC
joshuvo01,2375,-0.179090909,822,1967,246,538,79,28,25,158,48,NC
smithre05,0,0,1,0,0,0,0,0,0,0,0,NC
walczed01,63,-0.37,20,57,6,12,3,0,0,2,0,NC
olivege01,2467,0.503076923,786,1834,224,447,89,3,84,263,18,NC
durhara01,8423,2.110625,1975,7690,1299,2144,457,77,195,920,291,C
kellyji01,786,1.096666667,215,714,91,212,15,22,4,57,42,NC
hannipa01,26,-0.01,10,20,4,5,0,0,0,2,4,NC
kellyre01,53,-0.08,14,45,6,7,0,1,0,1,0,NC
huletti01,2317,0.5575,720,2128,245,529,90,13,48,220,14,NC
flanaed01,179,-0.18,42,168,23,42,12,3,1,18,4,NC
ensbemo01,2580,1.531111111,731,2370,365,618,109,10,114,370,22,NC
alvarlu01,1231,-0.261666667,463,1031,103,220,39,4,5,71,10,NC
daviski01,1997,0.437,575,1404,238,395,94,11,16,131,32,NC
barryje01,245,-0.386666667,104,217,25,53,18,0,5,28,0,NC
hamrira01,491,-0.445,118,452,34,92,13,2,1,32,1,NC
cabrejo02,1531,-0.005555556,609,1466,191,366,79,9,18,163,39,NC
nettlmo01,518,0.245,168,469,77,116,15,0,0,31,42,NC
colemda01,13,-0.33,11,12,1,0,0,0,0,0,0,NC
stirnsn01,4292,2.398181818,1028,3371,572,918,141,66,28,257,131,NC
smithha06,171,-0.238,75,115,6,18,1,4,0,13,2,NC
manwaki01,3338,0.37,1008,3045,252,749,114,20,22,288,10,NC
clouged01,20,-0.113333333,11,19,0,2,0,0,0,1,0,NC
carutbo01,2906,1.347272727,705,2420,494,681,102,50,28,351,148,NC
ortizjo01,136,0,67,123,14,37,9,1,0,6,3,NC
falchan01,18,-0.24,5,18,0,2,0,0,0,0,0,NC
casteal01,43,-0.325,24,41,5,7,1,1,2,4,0,NC
johnscl01,4603,0.852105263,1369,3972,535,1019,196,12,185,676,7,NC
marshke01,10,-0.01,8,9,0,2,1,0,0,3,0,NC
greenta01,154,-0.145,78,140,10,29,10,0,3,15,0,NC
corbicl01,701,0.325,215,630,60,153,22,1,1,37,8,NC
tiemeed01,26,0.053333333,9,19,5,5,1,0,0,0,0,NC
mayle01,8219,1.511111111,2071,7609,959,2031,340,31,354,1244,39,C
roberda01,3032,0.952727273,804,2540,336,726,100,41,40,320,87,C
herrejo01,244,0.0075,80,231,16,61,10,0,2,20,1,NC
martijo03,17,0.005,8,15,0,4,1,0,0,2,0,NC
ramsebi01,145,-0.31,78,137,16,40,8,0,1,12,1,NC
bellja01,8525,2.065,2063,7398,1123,1963,394,67,195,860,91,C
schlala01,798,0.695,208,658,91,158,20,12,5,58,41,NC
stubbfr01,2899,0.268,945,2591,323,602,109,12,104,348,74,NC
higgibo01,38,-0.1,13,35,1,5,0,0,0,2,1,NC
pedrial01,489,0.205,174,209,10,37,8,0,0,9,0,NC
budasma01,41,-0.16,13,36,3,6,2,0,0,2,0,NC
quinlto01,65,-0.085,42,58,8,9,3,0,1,5,0,NC
obriera01,62,-0.44,16,57,5,12,3,2,0,3,0,NC
mooreju01,858,-0.336,289,774,83,204,20,7,7,73,5,NC
webstle01,1617,0.252307692,587,1472,158,374,74,2,33,178,1,NC
haynena01,95,-0.345,60,89,13,22,0,1,0,4,5,NC
rodiner01,6,-0.12,5,6,0,0,0,0,0,0,0,NC
martino01,938,0.055714286,354,880,116,245,32,6,7,89,23,NC
wallado01,4,0,2,4,0,1,0,0,0,0,0,NC
dunlagr01,17,0.21,16,17,2,6,0,1,1,3,0,NC
larsesw01,1,-0.03,3,1,0,0,0,0,0,0,0,NC
berblje01,6,-0.19,7,5,1,0,0,0,0,0,0,NC
lockwmi01,75,-0.15,20,67,9,14,1,0,0,0,0,NC
hallijo01,827,0.5525,190,660,99,188,30,8,10,101,18,NC
mayca01,4723,0.874166667,1165,4058,535,1093,170,22,89,514,88,C
gagnoch01,9,-0.025,14,9,3,2,0,0,0,1,0,NC
wallado02,10,-0.15,23,6,2,0,0,0,0,0,0,NC
vaughgr01,7070,1.925625,1731,6337,1075,1551,297,22,376,1145,122,C
kalinfr01,9,-0.055,7,7,0,0,0,0,0,1,0,NC
brosisc01,4356,1.428181818,1146,3889,544,1001,200,8,141,531,57,C
liriane01,2487,0.249166667,823,2201,282,565,107,22,26,242,57,NC
kirbyji01,2,0.05,3,2,0,1,0,0,0,0,0,NC
alvaror01,51,-0.0925,25,51,4,8,2,0,2,8,0,NC
willicy01,7726,1.953157895,2002,6780,1024,1981,306,74,251,1005,115,C
lynnje01,3,0.1,1,3,0,2,1,0,0,0,0,NC
plockwa01,6,-0.03,2,5,2,2,0,0,0,0,0,NC
valdewi01,1240,-0.05,439,1255,140,292,50,12,6,114,19,NC
youngge01,2,-0.04,2,2,0,0,0,0,0,0,0,NC
lockmwh01,6591,1.078235294,1666,5901,832,1649,225,48,115,558,41,C
rivermi01,6026,2.04125,1468,5668,787,1668,256,73,58,499,263,C
jenseja01,6077,2.3275,1438,4685,733,1302,231,41,189,851,127,C
nunamle01,2230,0.904615385,716,1738,175,466,65,27,0,187,25,NC
fletcel01,5826,2.478461538,1415,4615,688,1237,207,54,67,551,30,NC
parkepa01,6,-0.11,3,6,0,1,0,0,0,1,0,NC
becquju01,1027,-0.34,488,898,87,218,36,14,7,96,8,NC
castrra01,1603,0.217142857,567,1429,152,344,68,0,66,218,2,NC
gondeje01,962,0.191,395,834,70,209,28,2,29,88,0,NC
mcgeeda01,9,-0.06,3,9,0,2,0,0,0,1,0,NC
grysksi01,79,0.1,25,70,7,23,4,1,0,12,3,NC
cattajo01,11,-0.115,3,8,0,0,0,0,0,0,0,NC
henglmo01,137,-0.223333333,35,174,20,34,4,2,0,0,0,NC
barneep01,7,-0.055,4,7,0,1,0,0,0,0,0,NC
rosenla01,1764,0.427,579,1514,243,399,77,24,20,185,13,NC
saundru01,18,-0.12,5,15,2,2,1,0,0,2,0,NC
halejo01,806,-0.068333333,359,681,66,137,25,2,14,72,10,NC
peltida01,274,-0.266666667,108,243,27,62,9,1,1,28,0,NC
gonzada01,25,-0.16,9,25,2,5,1,0,0,2,1,NC
barneed01,323,0.256666667,88,209,18,41,4,0,0,25,12,NC
gibbsja01,1795,0.674,538,1639,157,382,53,8,25,146,28,NC
jonesda04,51,-0.04,18,47,6,12,5,1,0,6,0,NC
akersbi01,558,0.3375,174,475,64,124,17,9,11,69,7,NC
varnebu01,5,-0.09,2,4,0,0,0,0,0,0,0,NC
dobbeda01,495,-0.393333333,198,433,52,90,12,5,15,49,5,NC
frisbch01,186,-0.06,46,165,24,52,5,2,0,23,10,NC
harrato01,8767,3.025882353,2155,7402,1115,1954,307,40,195,918,238,C
pritcbu01,12,-0.43,23,11,1,1,0,0,0,0,0,NC
hessto01,2,-0.03,1,2,0,0,0,0,0,0,0,NC
batesja01,776,-0.6375,319,677,88,162,38,5,12,69,5,NC
mcmilge01,42,-0.2,10,35,4,5,0,0,0,1,1,NC
halebo01,670,-0.0825,376,649,39,175,29,2,1,94,0,NC
saniced01,20,0.055,20,17,5,5,1,0,3,8,1,NC
martilu02,87,-0.14,32,77,8,14,1,1,1,10,1,NC
gibboja01,3177,0.607777778,840,2917,364,759,166,7,127,427,2,NC
giledo01,131,-0.3225,58,120,12,18,2,1,3,9,0,NC
cancero01,109,-0.115,45,100,10,20,4,0,1,10,1,NC
mcmatji01,14,-0.07,6,14,0,2,0,0,0,2,0,NC
butlefr01,23,-0.04,5,22,5,6,1,0,0,2,0,NC
watkida01,174,-0.23,69,148,17,26,2,1,4,12,2,NC
reesera01,1229,0.09,331,1142,166,321,47,11,14,111,21,NC
bradydo01,23,0.18,12,21,4,4,1,0,0,3,0,NC
cookefr01,21,0.07,5,17,2,5,2,0,0,3,0,NC
hernaja01,1611,-0.436666667,618,1480,153,308,37,9,12,121,25,NC
salmoti01,7039,2.897857143,1672,5934,986,1674,339,24,299,1016,48,C
konopbr01,111,-0.086666667,45,105,9,25,4,1,0,10,0,NC
richage01,3958,2.33875,1026,3549,502,1028,127,63,26,255,247,NC
richake02,6,0.08,4,6,2,3,0,0,0,0,0,NC
duggaji01,5,-0.06,1,4,1,0,0,0,0,1,0,NC
dealsn01,243,-0.74,65,231,13,48,4,3,0,21,15,NC
housejr01,63,-0.07,32,60,6,10,3,0,3,4,0,NC
nichofr02,891,0.818,303,794,112,247,34,21,12,107,21,NC
perezan01,557,0.1575,216,495,62,121,25,4,6,43,16,NC
gettmja01,833,0.06,197,772,108,215,24,8,8,78,44,NC
grabojo01,887,-0.221428571,296,816,84,206,25,8,3,86,1,NC
kearnto01,101,-0.223333333,27,99,11,20,2,1,0,8,0,NC
greenan01,265,-0.3275,140,230,33,46,7,1,2,12,2,NC
michaja01,2629,0.463333333,1031,2162,310,573,135,9,51,264,22,NC
kylean01,26,0.18,9,21,3,7,1,0,0,4,0,NC
saunddo01,73,-0.39,28,67,8,14,2,0,0,0,0,NC
lunddo01,836,-0.2,281,661,79,154,33,4,13,66,6,NC
clarkda03,48,-0.37,12,43,1,8,1,0,0,2,1,NC
bellira01,2524,-0.009411765,1154,2301,217,508,55,14,2,142,43,NC
furilca01,7022,2.338666667,1806,6378,895,1910,324,56,192,1058,48,C
gibsowh01,3,-0.05,1,3,0,0,0,0,0,0,0,NC
sakatle01,1423,0.358181818,564,1289,163,296,46,4,25,109,30,NC
santoom01,349,-0.078,122,322,29,80,14,1,7,41,0,NC
farreja02,3815,1.436153846,884,3692,602,907,141,54,22,371,76,NC
sheckji01,9128,2.605789474,2122,7154,1215,1964,336,124,52,786,443,C
robinfl01,3770,1.781,1011,3341,462,946,145,36,68,438,41,NC
thoneja01,970,-0.035,264,948,114,243,29,11,3,78,38,NC
buffich01,2309,-0.002727273,586,2214,245,543,67,16,7,255,14,NC
swansst01,118,0.29,49,106,14,26,3,0,2,11,1,NC
bakertr01,1,0,1,0,0,0,0,0,0,0,0,NC
schemmi01,115,0.31,32,109,10,36,3,1,1,10,2,NC
sockach01,395,0.25,94,367,54,115,12,8,3,55,16,NC
mcnamge01,12,-0.02,3,11,3,3,0,0,0,1,0,NC
ronanma01,12,-0.19,6,12,0,1,0,0,0,0,0,NC
steveed01,1356,0.606666667,375,1220,134,308,59,17,28,193,7,NC
turgepe01,6,-0.06,3,6,1,1,0,0,0,0,0,NC
severha01,4788,1.095882353,1390,4218,401,1219,198,40,18,537,34,C
alouje01,4577,0.045625,1380,4292,445,1196,169,26,32,374,31,C
stahlla01,1889,0.232,730,1721,167,400,58,19,36,163,22,C
schmara01,1133,-0.445,317,1054,122,284,36,13,3,122,11,NC
suliker01,454,0.19,122,404,69,116,14,4,6,36,4,NC
peterbr02,28,-0.4,23,26,0,2,0,0,0,2,0,NC
shillji01,141,0.155,42,196,16,54,14,4,0,24,2,NC
dowdjo01,38,-0.1,10,31,1,6,1,0,0,0,0,NC
clancbi01,240,-0.64,56,227,23,52,11,3,2,34,3,NC
schafji01,631,0.102222222,304,568,55,129,29,4,11,57,3,NC
duranmi01,96,-0.02,40,81,15,17,3,0,0,5,3,NC
buschmi01,105,-0.135,51,100,11,22,4,0,7,23,0,NC
pegueju01,13,-0.03,14,9,3,2,0,0,0,0,0,NC
tracedi01,1393,0.3825,614,1231,148,262,31,9,8,91,15,NC
bostoly01,2214,3.2725,526,2004,305,624,102,30,23,250,45,NC
bellda01,5380,0.95625,1403,4426,544,1136,240,14,113,526,17,NC
donovje01,177,-0.99,61,166,11,33,4,0,0,15,2,NC
allenga01,1222,0.184285714,416,1061,114,235,49,2,19,131,3,NC
chambch01,8313,1.528333333,2175,7238,882,2034,380,39,179,936,40,C
olmedra01,484,-0.275,218,444,53,102,18,2,2,27,6,NC
barfijo02,1075,0.6425,309,1012,133,267,53,6,16,112,35,NC
hutched01,17,-0.17,4,17,0,1,1,0,0,0,0,NC
tatepo01,880,-0.08,227,822,101,179,22,9,2,71,17,NC
long01,3,-0.01,1,2,0,0,0,0,0,0,0,NC
castima01,767,-0.706666667,235,719,63,174,35,4,3,73,3,NC
almoner01,144,-0.33,55,133,18,31,7,0,2,14,3,NC
glennjo01,1407,0.3125,315,1407,241,370,44,7,1,160,16,NC
mcghebi01,583,0.13,170,537,51,146,18,1,1,38,5,NC
lovelto01,1,-0.03,1,1,0,0,0,0,0,0,0,NC
blombro01,1493,1.17125,461,1333,184,391,67,8,52,224,6,NC
foxpa01,69,0.045,19,60,5,12,0,2,1,5,2,NC
goeckbi01,154,-0.32,37,141,17,37,3,1,0,16,6,NC
spenc01,4,-0.13,1,4,1,0,0,0,0,0,0,NC
sanguma01,5383,2.118461538,1448,5062,566,1500,205,57,65,585,35,C
mayde01,2387,0.233636364,797,2107,230,562,91,10,45,278,25,NC
scarsst01,934,0.12375,350,826,102,197,44,4,20,86,7,NC
andreji01,227,-0.53,53,202,32,38,4,2,3,17,11,NC
stephji01,1376,0.946666667,428,1252,95,276,30,21,3,97,14,NC
seela01,47,-0.145,26,43,1,8,2,0,0,2,0,NC
rogerja01,8,-0.29,5,8,0,0,0,0,0,0,0,NC
higby01,4,-0.08,1,4,0,0,0,0,0,0,0,NC
musiast01,12718,5.825,3026,10972,1949,3630,725,177,475,1951,78,I
carteho01,1,-0.03,5,1,0,0,0,0,0,0,0,NC
lamonge01,171,0.036,87,159,15,37,8,1,4,14,1,NC
younted01,9,-0.045,6,9,1,2,0,0,0,1,0,NC
wentzst01,19,-0.1,4,19,3,4,0,1,0,6,1,NC
marquro01,1,-0.03,1,1,0,0,0,0,0,0,0,NC
lucasfr01,37,-0.15,20,34,1,9,0,0,0,2,0,NC
woehran01,205,-0.6,63,193,14,47,6,5,0,20,2,NC
gibsofr01,1239,0.1325,471,1155,121,317,57,19,8,146,12,NC
baergca01,5895,1.2225,1630,5803,782,1687,302,17,143,818,60,C
lawryot01,196,-0.63,71,178,17,34,1,0,0,5,5,NC
huntehe01,52,-0.088,39,73,11,15,0,0,2,8,0,NC
dewitbl01,1247,0.267142857,426,1191,129,311,59,14,18,143,8,NC
colemje01,2415,0.72,723,2119,267,558,77,18,16,217,22,NC
duffyed01,124,-0.3,26,121,30,28,5,0,0,15,11,NC
zieglch01,19,-0.015,5,19,2,5,0,0,0,1,0,NC
shannwa02,122,-0.2,65,118,7,31,5,0,0,6,0,NC
gelbech01,3215,0.834545455,876,2899,404,786,176,44,18,361,35,C
clinege01,2556,0.451,870,2328,314,645,85,24,5,187,71,NC
ginteke01,1118,0.22,325,900,115,219,45,4,37,132,9,NC
maculji01,1710,0.28,449,1541,246,319,47,19,7,91,23,NC
pearcdi01,1361,1.23,291,1328,217,333,21,4,2,134,13,NC
mannjo01,7,0.05,6,6,0,2,0,0,0,1,0,NC
welajjo01,862,-0.21,293,793,115,198,40,3,4,74,36,NC
odomhe01,1,0.04,1,1,0,1,0,0,0,0,0,NC
howarda01,39,-0.12,25,36,6,8,1,0,0,1,0,NC
meyerda01,4032,-0.535833333,1118,3734,411,944,153,31,86,459,61,NC
donahti01,1715,0.14375,466,1500,196,354,57,12,2,163,54,NC
rollira01,15,-0.14,5,15,0,3,0,0,0,0,0,NC
bruckea02,7,-0.19,2,6,0,1,1,0,0,0,0,NC
irwinar01,4190,1.087857143,1010,3631,512,877,136,40,5,374,90,NC
griffsa01,715,0.2425,166,630,116,173,35,7,5,78,25,NC
millewa02,2671,1.03,769,2187,307,596,76,35,8,221,121,NC
santoch01,8,0.05,3,7,2,3,0,0,1,2,0,NC
richabo01,5780,0.681666667,1412,5386,643,1432,196,37,34,390,73,C
cartyri01,6318,1.811111111,1651,6386,787,1873,312,16,217,984,26,C
baumapa01,1023,0.472857143,299,904,118,248,30,13,4,101,30,NC
goodwto01,4315,0.535,1288,4112,684,1113,130,48,30,325,410,NC
walbema01,2280,-0.306363636,682,2109,215,492,79,5,28,208,13,NC
salazje01,348,-0.0525,168,298,44,69,15,4,4,31,5,NC
lucydo01,44,0.016666667,21,40,3,10,4,0,1,3,1,NC
malavjo01,109,-0.305,45,106,12,24,3,0,4,17,0,NC
mizejo01,7370,4.43,1884,6808,1173,2107,381,83,376,1397,29,I
restedi01,314,0.645,93,270,42,65,12,0,13,43,3,NC
oxleyhe01,8,-0.09,3,8,0,0,0,0,0,0,0,NC
drakesa01,81,-0.32,53,72,8,11,0,0,0,7,0,NC
wordsfa01,42,-0.09,12,40,5,10,0,0,0,3,1,NC
perrybo02,418,0.255,131,387,35,103,17,1,6,30,2,NC
mathiji01,112,-0.13,29,91,12,24,2,1,0,7,2,NC
johnsra03,296,-0.08,101,254,26,62,10,0,10,36,0,NC
babbch01,1376,1.333333333,347,1180,144,287,41,13,0,116,66,NC
graffto01,3161,0.943125,981,2669,415,702,133,18,58,290,46,NC
bethebi01,35,-0.04,10,30,4,5,1,0,0,2,0,NC
kingemi01,2282,0.053,819,2034,292,546,108,26,30,219,45,NC
milleot01,3052,0.004615385,927,2836,229,695,97,33,5,231,40,NC
ryderto01,30,-0.01,8,28,4,7,1,0,0,0,0,NC
willsda01,96,-0.65,24,94,15,21,3,1,0,12,1,NC
sullisu01,675,-0.33,169,617,47,148,19,3,0,67,17,NC
blackle01,2092,0.324444444,550,1596,146,350,32,19,2,124,55,NC
juraked01,349,0.101666667,193,302,35,80,11,5,1,33,1,NC
cotteto01,13,-0.01,6,12,1,3,0,0,0,4,0,NC
flynnjo01,253,-0.15,61,418,76,104,18,8,8,0,0,NC
schaapa01,4149,1.22,1128,3424,429,834,129,26,56,307,41,C
whitebi03,6678,2.966923077,1673,5972,843,1706,278,65,202,870,103,NC
heinzja01,5,-0.1,1,5,1,0,0,0,0,0,0,NC
loftuto01,35,0,9,33,3,6,0,0,0,0,0,NC
sigaffr01,148,-0.25,55,154,16,30,4,0,0,14,0,NC
dalesma01,135,-0.106,79,129,17,31,7,0,3,17,1,NC
benesjo01,15,-0.01,10,12,1,2,0,0,0,0,0,NC
heydomi01,704,0.092857143,214,619,52,111,19,6,2,53,12,NC
oconnpa02,294,-0.066666667,108,267,17,60,11,1,0,21,4,NC
goochjo01,2610,0.315384615,805,2056,203,563,86,23,7,252,7,NC
methasc01,40,-0.09,26,37,6,9,0,1,0,3,0,NC
faatzja01,1217,0.1625,298,1135,159,274,24,12,3,105,93,NC
waltebu01,2148,0.32952381,715,1725,197,419,84,17,24,212,12,C
gonzaju02,1038,-0.188571429,370,969,90,228,32,8,4,66,13,NC
benneik01,221,-0.445,55,378,50,76,22,10,2,0,0,NC
veraswi01,306,-0.39,85,282,35,74,12,2,2,27,0,NC
mahonmi02,115,-0.056666667,46,100,8,18,5,0,1,10,0,NC
mcinnst01,8631,1.801052632,2128,7822,872,2405,312,101,20,1063,172,C
lanieri01,5,-0.06,6,4,0,0,0,0,0,0,0,NC
crossla01,9741,2.028695652,2277,8435,1225,2456,389,125,40,1273,275,C
pooleji01,1029,0.293333333,283,940,118,271,54,13,13,140,9,NC
romered01,2111,-0.374285714,730,2069,242,506,83,1,7,163,9,NC
waldefr01,0,0,1,0,0,0,0,0,0,0,0,NC
connepe01,52,-0.015,12,45,7,9,2,1,0,3,3,NC
dowdto01,5969,-0.136666667,1321,4815,795,1298,149,75,23,423,310,NC
fimplja01,226,0.135,92,197,21,45,9,1,2,28,1,NC
jordadu01,577,-1.435,165,519,48,108,21,3,0,40,16,NC
quinolu01,1113,0.03625,442,1003,102,227,36,11,19,106,9,NC
rawlijo01,4168,0.353333333,1080,3152,340,802,107,27,11,254,78,NC
valenja01,1663,0.081,631,1507,154,379,82,5,45,210,0,NC
gonzalu02,951,0.113333333,291,875,100,248,51,3,23,98,5,NC
ashburi01,9736,4.258,2189,8365,1322,2574,317,109,29,586,234,I
chaseha01,7933,1.340588235,1919,7094,930,2033,304,114,52,883,358,C
perkicy01,4022,0.667058824,1171,3604,329,933,175,35,30,409,18,C
hodgebe01,12,-0.05,8,11,0,2,0,0,0,0,0,NC
paborch01,723,0.225,170,845,111,232,15,12,0,89,3,C
triangu01,4424,0.997857143,1206,3917,387,955,147,6,165,605,1,NC
jordami01,143,-1.38,37,125,8,12,1,0,0,6,5,NC
kelleha03,57,-0.076666667,25,54,4,11,5,0,1,5,0,NC
coogada02,148,-0.11,53,129,19,31,6,1,1,13,0,NC
andrufr01,42,-0.045,9,41,9,12,3,0,0,2,0,NC
wellmbo01,28,0.055,15,25,2,7,0,1,1,1,0,NC
murphto03,116,0.21,68,108,14,23,5,1,1,8,4,NC
hamilma01,66,-0.15,47,61,5,12,3,0,0,4,0,NC
berryse01,2692,0.400833333,860,2455,311,664,155,10,82,371,47,NC
oleartr01,4418,0.650909091,1198,4010,547,1100,234,40,127,591,17,NC
maskrha01,4,-0.07,1,4,0,0,0,0,0,0,0,NC
usherbo01,1219,-0.56,428,814,98,183,34,3,13,75,9,NC
mcdonda02,854,0.165,331,844,119,209,49,5,22,92,15,NC
sulli01,8,0.07,2,8,3,3,0,0,0,2,1,NC
hartmfr01,2434,1.225,582,2242,297,623,77,47,10,333,88,NC
timmooz01,441,0.024,186,405,62,95,20,1,20,60,4,NC
eganbe01,377,-0.15,122,352,21,58,9,5,0,30,3,NC
ryancy01,36,-0.1,9,33,4,7,1,0,0,3,1,NC
garkory01,1752,0.515714286,463,1676,209,468,82,2,64,277,0,NC
langdo01,431,0.845,138,373,35,100,17,2,5,42,2,NC
conatcl01,426,0.365,143,376,40,102,15,3,6,39,0,NC
steinju01,60,-0.025,22,78,12,20,0,2,0,4,0,NC
ruizra01,238,0.263333333,68,217,41,59,11,0,12,25,2,NC
