PA,R,H,2B,HR,RBI,SB,HallOfFame
2893,366,731,97,99,443,28,I
1640,190,383,71,55,197,15,NC
83,6,12,2,0,0,2,NC
3693,518,925,162,106,529,19,NC
27,6,5,3,0,6,0,NC
861,97,140,22,1,43,6,NC
1803,202,415,70,31,149,46,NC
2182,299,474,67,8,253,55,NC
2320,367,523,74,34,336,128,NC
4597,499,995,172,33,300,41,NC
560,49,123,24,8,47,2,NC
17,1,2,0,0,0,0,NC
77,6,18,1,0,8,4,NC
24,3,5,1,0,1,0,NC
878,54,148,18,4,53,6,NC
24,6,6,2,0,4,0,NC
1084,200,288,32,1,157,21,NC
15,1,4,0,0,2,0,NC
2202,175,470,41,4,176,18,NC
256,26,48,9,2,25,0,NC
21,2,4,0,0,2,0,NC
79,6,17,3,2,7,0,NC
30,5,6,0,1,4,0,NC
6447,772,1611,290,16,558,37,NC
2,0,1,0,0,0,0,NC
10037,1019,2571,457,159,1128,180,C
1949,206,513,87,11,211,18,NC
93,8,17,4,2,14,0,NC
4208,428,852,135,100,399,13,NC
12,1,3,0,0,0,1,NC
9059,1328,2590,477,449,1496,181,I
101,12,16,2,0,4,2,NC
468,41,98,20,1,38,2,NC
3,0,0,0,0,0,0,NC
5406,942,1394,257,69,497,44,C
20,2,1,0,0,2,0,NC
531,39,116,10,0,35,13,NC
2,0,0,0,0,0,0,NC
11,1,2,1,1,2,0,NC
725,48,157,27,7,65,4,NC
186,21,37,5,7,36,1,NC
5,0,1,0,0,0,0,NC
925,136,180,16,1,52,46,NC
9620,1720,2850,320,75,952,389,I
0,0,0,0,0,0,0,NC
3459,438,910,141,17,328,18,NC
114,12,18,0,0,2,2,NC
5027,535,1234,201,124,549,14,NC
4817,613,1193,267,136,536,67,NC
385,40,73,13,1,13,1,NC
1787,269,505,101,27,263,21,NC
13,0,0,0,0,0,0,NC
0,0,0,0,0,0,0,NC
142,7,21,3,0,7,0,NC
10,0,2,0,0,0,0,NC
2032,197,478,94,33,211,7,NC
17,1,3,0,0,2,0,NC
340,20,66,6,1,21,7,NC
13,0,1,0,0,1,0,NC
2485,332,694,149,55,334,32,NC
0,0,0,0,0,0,0,NC
3672,504,966,209,107,471,104,NC
932,126,210,44,29,121,10,NC
525,33,60,6,0,23,13,NC
14,2,0,0,0,0,2,NC
4018,403,750,121,16,256,170,NC
135,32,54,8,0,0,0,NC
254,30,64,12,1,20,3,NC
9,1,1,1,0,0,0,NC
14,2,3,1,0,0,0,NC
8317,1169,2207,281,41,585,668,C
260,31,65,15,1,26,5,NC
2265,237,426,69,64,217,19,NC
32,2,3,1,0,3,2,NC
101,8,18,0,0,4,1,NC
156,9,39,3,0,16,0,NC
104,20,26,4,0,14,1,NC
4536,518,1002,163,159,560,17,C
189,20,35,7,5,22,0,NC
90,8,16,0,0,1,0,NC
159,13,34,7,2,16,0,NC
405,28,59,9,2,23,9,NC
577,88,120,23,8,41,10,NC
2798,371,684,127,46,230,98,NC
1,0,0,0,0,0,0,NC
2581,311,510,96,105,323,6,NC
5994,603,1388,235,97,623,43,NC
56,9,10,3,1,1,2,NC
3698,318,853,179,105,489,12,NC
3,0,1,1,0,0,0,NC
280,32,67,9,0,4,0,NC
6,0,2,0,0,0,0,NC
102,13,24,7,1,8,0,NC
8,0,0,0,0,0,0,NC
1686,161,355,63,30,141,27,NC
11,4,3,0,0,2,0,NC
1648,207,410,73,6,174,11,NC
5,1,1,0,0,2,0,NC
50,7,11,1,0,5,4,NC
115,15,30,7,3,16,4,NC
93,9,15,5,0,11,1,NC
5,0,1,0,0,1,0,NC
1147,107,234,38,17,111,8,NC
358,43,73,14,7,42,2,NC
57,6,12,5,1,11,1,NC
419,42,84,8,13,49,1,NC
1039,118,252,32,1,83,27,NC
5616,612,1287,235,45,464,80,NC
3478,369,789,153,35,318,40,NC
26,0,3,0,0,0,0,NC
254,27,49,6,1,16,3,NC
1,0,0,0,0,0,0,NC
1065,128,222,35,14,117,5,NC
366,48,66,7,3,31,15,NC
3200,348,760,128,26,327,91,NC
81,9,12,1,1,7,4,NC
253,34,44,7,7,30,2,NC
109,8,14,1,0,5,3,NC
4,1,2,0,0,2,0,NC
1510,156,252,26,1,84,47,NC
1954,217,420,56,5,144,100,NC
605,44,122,12,0,30,22,NC
4461,421,908,114,8,333,120,NC
77,6,6,1,0,2,0,NC
3,0,0,0,0,0,0,NC
10400,1510,2752,514,211,1147,474,I
59,7,10,3,0,5,0,NC
369,27,87,16,3,37,6,NC
250,29,42,8,14,33,0,NC
860,92,189,32,0,70,11,NC
36,3,5,2,0,2,6,NC
630,37,75,10,1,29,3,NC
19,1,5,0,0,1,0,NC
401,44,92,23,6,60,1,NC
218,17,40,7,3,29,0,NC
4289,357,1005,122,4,347,153,NC
125,12,26,10,1,6,0,NC
848,122,270,40,0,0,0,NC
4707,449,1176,173,11,557,153,NC
3178,322,733,143,86,398,9,NC
1,0,0,0,0,0,0,NC
445,49,127,6,0,26,20,NC
618,97,153,14,10,93,63,NC
1,0,0,0,0,0,0,NC
160,18,30,5,0,14,4,NC
4233,487,998,142,15,380,168,NC
742,89,143,15,4,39,20,NC
3,0,0,0,0,0,4,NC
4,0,1,0,0,0,0,NC
74,8,13,3,1,12,0,NC
3475,288,939,146,61,474,6,NC
9053,1366,2336,449,287,1257,147,C
100,12,16,0,2,10,0,NC
3755,423,943,198,28,368,25,NC
353,52,75,7,0,21,9,NC
511,59,116,16,14,47,0,NC
7155,1061,1936,388,434,1404,26,C
3928,507,959,198,153,542,14,NC
2,0,0,0,0,0,0,NC
8,0,0,0,0,0,0,NC
4,0,0,0,0,0,0,NC
259,26,59,4,4,26,2,NC
231,14,35,6,4,22,0,NC
117,5,25,1,0,3,4,NC
68,9,15,1,2,4,0,NC
171,11,40,8,0,23,1,NC
7,0,1,0,0,0,0,NC
45,7,5,1,1,7,2,NC
3411,532,1111,196,35,616,66,NC
10006,1289,2884,476,132,1248,205,I
813,89,172,33,8,78,12,NC
541,34,136,15,1,52,2,NC
13,0,3,3,0,0,0,NC
210,17,35,5,0,13,4,NC
824,91,158,35,1,59,22,NC
8,0,1,0,0,0,0,NC
2840,487,846,150,22,455,223,NC
470,75,124,19,1,3,0,NC
4,0,0,0,0,0,0,NC
434,67,103,13,5,6,0,NC
259,22,49,10,4,29,0,NC
82,7,20,3,0,8,0,NC
62,7,13,1,0,7,0,NC
32,2,7,1,0,9,0,NC
73,5,14,0,0,6,4,NC
3798,334,772,146,61,480,16,NC
263,25,53,9,1,15,2,NC
38,3,5,0,0,1,0,NC
79,2,13,0,0,7,1,NC
3,0,0,0,0,0,0,NC
174,19,33,6,5,20,0,NC
2318,242,586,101,28,201,14,NC
2330,172,493,71,32,246,30,NC
1497,211,343,45,17,83,30,NC
111,5,18,4,0,11,4,NC
45,3,3,1,0,2,1,NC
11,0,0,0,0,0,0,NC
5428,612,1252,232,61,541,44,NC
52,1,10,1,0,3,0,NC
1,0,1,0,0,0,0,NC
16,0,1,0,0,1,0,NC
33,3,5,0,0,3,2,NC
808,77,181,34,5,89,6,NC
3,1,1,0,0,0,0,NC
2049,204,471,85,14,146,11,NC
24,2,6,1,2,2,0,NC
77,9,15,2,0,7,4,NC
5793,698,1589,277,268,891,8,C
76,8,17,2,1,12,3,NC
238,27,58,10,3,26,0,NC
4504,522,1099,180,91,479,145,NC
926,109,220,39,10,83,11,NC
1300,96,250,25,3,112,5,NC
4,0,1,0,0,0,0,NC
2,0,0,0,0,0,0,NC
6158,810,1533,238,39,396,67,C
140,14,20,3,3,12,0,NC
730,79,153,17,14,92,4,C
779,102,143,16,3,27,8,NC
2034,253,508,105,86,306,12,NC
238,13,32,6,4,9,0,NC
34,0,6,1,0,1,0,NC
3929,414,859,128,60,425,48,NC
334,44,56,3,0,0,0,NC
65,6,14,1,1,9,0,NC
1283,166,346,50,1,138,36,NC
59,4,11,2,0,3,4,NC
29,4,7,0,0,0,0,NC
3685,350,809,98,101,399,40,C
813,94,223,38,2,76,11,NC
364,25,62,6,0,18,0,NC
38,6,6,1,0,0,0,NC
6652,875,1540,243,81,566,462,NC
1690,164,406,64,38,178,19,NC
2924,275,607,89,71,330,20,NC
8674,1091,2048,381,389,1376,68,I
377,41,85,15,4,30,0,NC
158,7,24,5,1,11,0,NC
8959,1187,2251,386,227,967,429,C
1153,173,356,72,50,215,17,NC
20,1,3,1,0,1,0,NC
9041,1213,2135,355,408,1293,170,C
0,2,0,0,0,0,0,NC
6595,832,1588,315,135,794,32,NC
90,8,20,2,3,10,0,NC
305,20,49,7,2,25,2,NC
2219,271,548,94,29,254,25,NC
622,53,150,16,7,55,3,NC
3,1,1,0,0,0,0,NC
5,1,1,0,0,0,0,NC
74,3,12,1,1,4,0,NC
1666,144,399,62,22,164,7,NC
42,9,13,0,0,8,0,NC
44,5,10,4,0,2,0,NC
5,0,0,0,0,0,0,NC
1087,106,237,39,2,94,25,NC
220,2,8,0,0,4,6,NC
280,50,52,9,1,14,15,NC
5,4,3,0,0,3,0,NC
4831,451,1234,150,24,484,80,NC
4,2,0,0,0,0,1,NC
5665,711,1391,272,218,820,30,C
24,1,5,0,0,1,0,NC
1325,107,251,38,26,111,2,NC
4,0,1,0,0,0,0,NC
4,0,0,0,0,0,0,NC
50,4,8,2,0,6,1,NC
1184,142,239,43,27,104,52,NC
51,5,6,1,1,1,0,NC
18,0,3,0,0,1,0,NC
395,37,88,20,9,53,2,NC
12078,1821,3315,438,47,1300,741,I
117,22,22,4,1,4,2,NC
151,18,35,7,6,20,2,NC
124,13,23,5,3,5,4,NC
190,14,33,6,1,14,0,NC
190,19,45,9,4,14,0,NC
4612,331,1129,168,47,528,38,NC
2515,287,562,85,97,341,11,NC
496,34,107,19,2,31,2,NC
13,2,3,1,0,2,1,NC
247,10,22,2,0,12,0,NC
2193,208,427,69,17,184,28,NC
5254,688,1293,303,221,733,32,NC
343,52,67,8,1,19,4,NC
9019,1025,2092,371,324,1225,39,I
12,0,1,0,0,0,0,NC
297,47,58,5,3,38,5,NC
3810,447,992,166,25,265,28,NC
2409,264,476,68,1,156,91,NC
76,3,14,1,0,3,2,NC
250,15,46,3,0,10,1,NC
12,6,3,0,0,2,0,NC
9,0,0,0,0,0,0,NC
2421,208,564,64,3,203,49,NC
63,7,18,1,0,2,0,NC
402,42,91,23,17,40,0,NC
1245,136,258,48,47,136,2,NC
5319,605,1334,186,107,550,92,NC
20,3,7,0,1,1,2,NC
237,27,48,10,4,21,3,NC
7,1,1,0,0,0,0,NC
34,6,5,4,0,2,2,NC
433,38,72,10,3,27,1,NC
44,8,11,1,0,2,1,NC
2,0,0,0,0,0,0,NC
460,40,95,19,10,62,11,NC
4520,461,1011,153,134,504,14,NC
5475,628,1354,161,224,729,49,C
8333,1182,2397,276,27,589,66,I
305,22,76,8,0,15,3,NC
9,11,1,0,0,0,1,NC
27,2,0,0,0,1,0,NC
9,0,1,0,0,1,0,NC
44,3,8,0,0,2,0,NC
215,20,42,6,2,10,0,NC
57,5,12,1,0,1,0,NC
55,1,8,0,0,2,0,NC
81,6,14,4,0,7,2,NC
2469,279,566,75,8,207,90,NC
64,4,12,0,0,4,0,NC
4,0,0,0,0,0,0,NC
1154,157,221,47,16,101,15,NC
115,11,19,6,3,12,0,NC
4,0,1,1,0,0,0,NC
43,3,10,1,0,2,1,NC
68,4,11,2,2,11,0,NC
797,98,180,35,10,77,13,NC
1683,119,342,56,19,147,10,NC
1467,140,301,47,28,150,1,NC
3,1,0,0,0,0,0,NC
137,17,25,6,4,12,2,NC
296,20,64,14,5,32,1,NC
31,15,9,0,0,1,1,NC
5537,994,1574,227,25,672,70,NC
7,1,0,0,0,0,0,NC
194,20,45,10,2,24,1,NC
6,0,2,0,0,0,0,NC
4,0,1,0,0,0,0,NC
79,7,19,1,0,0,0,NC
13,0,1,0,0,0,0,NC
121,12,18,4,0,4,0,NC
7027,828,1774,258,207,953,38,C
2,0,0,0,0,0,0,NC
4243,523,964,173,79,398,97,NC
2,1,0,0,0,0,0,NC
11,2,1,0,1,1,0,NC
4,0,0,0,0,0,0,NC
50,11,10,1,0,2,0,NC
180,24,42,5,1,12,4,NC
231,14,28,16,0,14,0,NC
162,11,32,6,2,22,1,NC
1153,174,272,39,18,90,74,NC
2635,216,619,63,3,234,57,NC
2880,257,616,105,42,304,3,NC
3357,464,884,98,28,397,113,NC
18,1,2,0,0,0,0,NC
1384,80,272,42,3,106,18,NC
1330,98,217,38,15,75,3,NC
444,52,85,14,8,4,0,NC
1420,194,266,26,4,47,23,NC
3,0,0,0,0,0,0,NC
9537,1369,2550,578,388,1561,98,C
154,21,47,3,0,17,3,NC
405,35,76,4,0,28,6,NC
179,40,58,2,0,0,0,NC
4427,488,1016,145,27,322,156,NC
709,50,88,10,0,27,14,NC
176,23,30,8,0,19,2,NC
491,23,56,6,0,25,4,NC
2375,246,538,79,25,158,48,NC
0,0,0,0,0,0,0,NC
63,6,12,3,0,2,0,NC
2467,224,447,89,84,263,18,NC
8423,1299,2144,457,195,920,291,C
786,91,212,15,4,57,42,NC
26,4,5,0,0,2,4,NC
53,6,7,0,0,1,0,NC
2317,245,529,90,48,220,14,NC
179,23,42,12,1,18,4,NC
2580,365,618,109,114,370,22,NC
1231,103,220,39,5,71,10,NC
1997,238,395,94,16,131,32,NC
245,25,53,18,5,28,0,NC
491,34,92,13,1,32,1,NC
1531,191,366,79,18,163,39,NC
518,77,116,15,0,31,42,NC
13,1,0,0,0,0,0,NC
4292,572,918,141,28,257,131,NC
171,6,18,1,0,13,2,NC
3338,252,749,114,22,288,10,NC
20,0,2,0,0,1,0,NC
2906,494,681,102,28,351,148,NC
136,14,37,9,0,6,3,NC
18,0,2,0,0,0,0,NC
43,5,7,1,2,4,0,NC
4603,535,1019,196,185,676,7,NC
10,0,2,1,0,3,0,NC
154,10,29,10,3,15,0,NC
701,60,153,22,1,37,8,NC
26,5,5,1,0,0,0,NC
8219,959,2031,340,354,1244,39,C
3032,336,726,100,40,320,87,C
244,16,61,10,2,20,1,NC
17,0,4,1,0,2,0,NC
145,16,40,8,1,12,1,NC
8525,1123,1963,394,195,860,91,C
798,91,158,20,5,58,41,NC
2899,323,602,109,104,348,74,NC
38,1,5,0,0,2,1,NC
489,10,37,8,0,9,0,NC
41,3,6,2,0,2,0,NC
65,8,9,3,1,5,0,NC
62,5,12,3,0,3,0,NC
858,83,204,20,7,73,5,NC
1617,158,374,74,33,178,1,NC
95,13,22,0,0,4,5,NC
6,0,0,0,0,0,0,NC
938,116,245,32,7,89,23,NC
4,0,1,0,0,0,0,NC
17,2,6,0,1,3,0,NC
1,0,0,0,0,0,0,NC
6,1,0,0,0,0,0,NC
75,9,14,1,0,0,0,NC
827,99,188,30,10,101,18,NC
4723,535,1093,170,89,514,88,C
9,3,2,0,0,1,0,NC
10,2,0,0,0,0,0,NC
7070,1075,1551,297,376,1145,122,C
9,0,0,0,0,1,0,NC
4356,544,1001,200,141,531,57,C
2487,282,565,107,26,242,57,NC
2,0,1,0,0,0,0,NC
51,4,8,2,2,8,0,NC
7726,1024,1981,306,251,1005,115,C
3,0,2,1,0,0,0,NC
6,2,2,0,0,0,0,NC
1240,140,292,50,6,114,19,NC
2,0,0,0,0,0,0,NC
6591,832,1649,225,115,558,41,C
6026,787,1668,256,58,499,263,C
6077,733,1302,231,189,851,127,C
2230,175,466,65,0,187,25,NC
5826,688,1237,207,67,551,30,NC
6,0,1,0,0,1,0,NC
1027,87,218,36,7,96,8,NC
1603,152,344,68,66,218,2,NC
962,70,209,28,29,88,0,NC
9,0,2,0,0,1,0,NC
79,7,23,4,0,12,3,NC
11,0,0,0,0,0,0,NC
137,20,34,4,0,0,0,NC
7,0,1,0,0,0,0,NC
1764,243,399,77,20,185,13,NC
18,2,2,1,0,2,0,NC
806,66,137,25,14,72,10,NC
274,27,62,9,1,28,0,NC
25,2,5,1,0,2,1,NC
323,18,41,4,0,25,12,NC
1795,157,382,53,25,146,28,NC
51,6,12,5,0,6,0,NC
558,64,124,17,11,69,7,NC
5,0,0,0,0,0,0,NC
495,52,90,12,15,49,5,NC
186,24,52,5,0,23,10,NC
8767,1115,1954,307,195,918,238,C
12,1,1,0,0,0,0,NC
2,0,0,0,0,0,0,NC
776,88,162,38,12,69,5,NC
42,4,5,0,0,1,1,NC
670,39,175,29,1,94,0,NC
20,5,5,1,3,8,1,NC
87,8,14,1,1,10,1,NC
3177,364,759,166,127,427,2,NC
131,12,18,2,3,9,0,NC
109,10,20,4,1,10,1,NC
14,0,2,0,0,2,0,NC
23,5,6,1,0,2,0,NC
174,17,26,2,4,12,2,NC
1229,166,321,47,14,111,21,NC
23,4,4,1,0,3,0,NC
21,2,5,2,0,3,0,NC
1611,153,308,37,12,121,25,NC
7039,986,1674,339,299,1016,48,C
111,9,25,4,0,10,0,NC
3958,502,1028,127,26,255,247,NC
6,2,3,0,0,0,0,NC
5,1,0,0,0,1,0,NC
243,13,48,4,0,21,15,NC
63,6,10,3,3,4,0,NC
891,112,247,34,12,107,21,NC
557,62,121,25,6,43,16,NC
833,108,215,24,8,78,44,NC
887,84,206,25,3,86,1,NC
101,11,20,2,0,8,0,NC
265,33,46,7,2,12,2,NC
2629,310,573,135,51,264,22,NC
26,3,7,1,0,4,0,NC
73,8,14,2,0,0,0,NC
836,79,154,33,13,66,6,NC
48,1,8,1,0,2,1,NC
2524,217,508,55,2,142,43,NC
7022,895,1910,324,192,1058,48,C
3,0,0,0,0,0,0,NC
1423,163,296,46,25,109,30,NC
349,29,80,14,7,41,0,NC
3815,602,907,141,22,371,76,NC
9128,1215,1964,336,52,786,443,C
3770,462,946,145,68,438,41,NC
970,114,243,29,3,78,38,NC
2309,245,543,67,7,255,14,NC
118,14,26,3,2,11,1,NC
1,0,0,0,0,0,0,NC
115,10,36,3,1,10,2,NC
395,54,115,12,3,55,16,NC
12,3,3,0,0,1,0,NC
12,0,1,0,0,0,0,NC
1356,134,308,59,28,193,7,NC
6,1,1,0,0,0,0,NC
4788,401,1219,198,18,537,34,C
4577,445,1196,169,32,374,31,C
1889,167,400,58,36,163,22,C
1133,122,284,36,3,122,11,NC
454,69,116,14,6,36,4,NC
28,0,2,0,0,2,0,NC
141,16,54,14,0,24,2,NC
38,1,6,1,0,0,0,NC
240,23,52,11,2,34,3,NC
631,55,129,29,11,57,3,NC
96,15,17,3,0,5,3,NC
105,11,22,4,7,23,0,NC
13,3,2,0,0,0,0,NC
1393,148,262,31,8,91,15,NC
2214,305,624,102,23,250,45,NC
5380,544,1136,240,113,526,17,NC
177,11,33,4,0,15,2,NC
1222,114,235,49,19,131,3,NC
8313,882,2034,380,179,936,40,C
484,53,102,18,2,27,6,NC
1075,133,267,53,16,112,35,NC
17,0,1,1,0,0,0,NC
880,101,179,22,2,71,17,NC
3,0,0,0,0,0,0,NC
767,63,174,35,3,73,3,NC
144,18,31,7,2,14,3,NC
1407,241,370,44,1,160,16,NC
583,51,146,18,1,38,5,NC
1,0,0,0,0,0,0,NC
1493,184,391,67,52,224,6,NC
69,5,12,0,1,5,2,NC
154,17,37,3,0,16,6,NC
4,1,0,0,0,0,0,NC
5383,566,1500,205,65,585,35,C
2387,230,562,91,45,278,25,NC
934,102,197,44,20,86,7,NC
227,32,38,4,3,17,11,NC
1376,95,276,30,3,97,14,NC
47,1,8,2,0,2,0,NC
8,0,0,0,0,0,0,NC
4,0,0,0,0,0,0,NC
12718,1949,3630,725,475,1951,78,I
1,0,0,0,0,0,0,NC
171,15,37,8,4,14,1,NC
9,1,2,0,0,1,0,NC
19,3,4,0,0,6,1,NC
1,0,0,0,0,0,0,NC
37,1,9,0,0,2,0,NC
205,14,47,6,0,20,2,NC
1239,121,317,57,8,146,12,NC
5895,782,1687,302,143,818,60,C
196,17,34,1,0,5,5,NC
52,11,15,0,2,8,0,NC
1247,129,311,59,18,143,8,NC
2415,267,558,77,16,217,22,NC
124,30,28,5,0,15,11,NC
19,2,5,0,0,1,0,NC
122,7,31,5,0,6,0,NC
3215,404,786,176,18,361,35,C
2556,314,645,85,5,187,71,NC
1118,115,219,45,37,132,9,NC
1710,246,319,47,7,91,23,NC
1361,217,333,21,2,134,13,NC
7,0,2,0,0,1,0,NC
862,115,198,40,4,74,36,NC
1,0,1,0,0,0,0,NC
39,6,8,1,0,1,0,NC
4032,411,944,153,86,459,61,NC
1715,196,354,57,2,163,54,NC
15,0,3,0,0,0,0,NC
7,0,1,1,0,0,0,NC
4190,512,877,136,5,374,90,NC
715,116,173,35,5,78,25,NC
2671,307,596,76,8,221,121,NC
8,2,3,0,1,2,0,NC
5780,643,1432,196,34,390,73,C
6318,787,1873,312,217,984,26,C
1023,118,248,30,4,101,30,NC
4315,684,1113,130,30,325,410,NC
2280,215,492,79,28,208,13,NC
348,44,69,15,4,31,5,NC
44,3,10,4,1,3,1,NC
109,12,24,3,4,17,0,NC
7370,1173,2107,381,376,1397,29,I
314,42,65,12,13,43,3,NC
8,0,0,0,0,0,0,NC
81,8,11,0,0,7,0,NC
42,5,10,0,0,3,1,NC
418,35,103,17,6,30,2,NC
112,12,24,2,0,7,2,NC
296,26,62,10,10,36,0,NC
1376,144,287,41,0,116,66,NC
3161,415,702,133,58,290,46,NC
35,4,5,1,0,2,0,NC
2282,292,546,108,30,219,45,NC
3052,229,695,97,5,231,40,NC
30,4,7,1,0,0,0,NC
96,15,21,3,0,12,1,NC
675,47,148,19,0,67,17,NC
2092,146,350,32,2,124,55,NC
349,35,80,11,1,33,1,NC
13,1,3,0,0,4,0,NC
253,76,104,18,8,0,0,NC
4149,429,834,129,56,307,41,C
6678,843,1706,278,202,870,103,NC
5,1,0,0,0,0,0,NC
35,3,6,0,0,0,0,NC
148,16,30,4,0,14,0,NC
135,17,31,7,3,17,1,NC
15,1,2,0,0,0,0,NC
704,52,111,19,2,53,12,NC
294,17,60,11,0,21,4,NC
2610,203,563,86,7,252,7,NC
40,6,9,0,0,3,0,NC
1217,159,274,24,3,105,93,NC
2148,197,419,84,24,212,12,C
1038,90,228,32,4,66,13,NC
221,50,76,22,2,0,0,NC
306,35,74,12,2,27,0,NC
115,8,18,5,1,10,0,NC
8631,872,2405,312,20,1063,172,C
5,0,0,0,0,0,0,NC
9741,1225,2456,389,40,1273,275,C
1029,118,271,54,13,140,9,NC
2111,242,506,83,7,163,9,NC
0,0,0,0,0,0,0,NC
52,7,9,2,0,3,3,NC
5969,795,1298,149,23,423,310,NC
226,21,45,9,2,28,1,NC
577,48,108,21,0,40,16,NC
1113,102,227,36,19,106,9,NC
4168,340,802,107,11,254,78,NC
1663,154,379,82,45,210,0,NC
951,100,248,51,23,98,5,NC
9736,1322,2574,317,29,586,234,I
7933,930,2033,304,52,883,358,C
4022,329,933,175,30,409,18,C
12,0,2,0,0,0,0,NC
723,111,232,15,0,89,3,C
4424,387,955,147,165,605,1,NC
143,8,12,1,0,6,5,NC
57,4,11,5,1,5,0,NC
148,19,31,6,1,13,0,NC
42,9,12,3,0,2,0,NC
28,2,7,0,1,1,0,NC
116,14,23,5,1,8,4,NC
66,5,12,3,0,4,0,NC
2692,311,664,155,82,371,47,NC
4418,547,1100,234,127,591,17,NC
4,0,0,0,0,0,0,NC
1219,98,183,34,13,75,9,NC
854,119,209,49,22,92,15,NC
8,3,3,0,0,2,1,NC
2434,297,623,77,10,333,88,NC
441,62,95,20,20,60,4,NC
377,21,58,9,0,30,3,NC
36,4,7,1,0,3,1,NC
1752,209,468,82,64,277,0,NC
431,35,100,17,5,42,2,NC
426,40,102,15,6,39,0,NC
60,12,20,0,0,4,0,NC
238,41,59,11,12,25,2,NC
8,1,1,0,0,0,0,NC
8505,1441,2091,333,91,1040,529,C
3193,370,725,181,135,436,17,NC
262,20,56,6,1,22,0,NC
1467,165,361,41,1,91,56,NC
146,12,30,6,0,12,1,NC
1,0,0,0,0,0,0,NC
56,7,4,1,0,5,1,NC
6676,974,1726,389,381,1239,88,C
910,95,229,39,0,91,3,NC
5135,618,1269,220,32,366,127,NC
1782,126,394,89,9,187,5,NC
23,4,4,0,0,2,0,NC
257,18,61,9,0,26,0,NC
7,0,0,0,0,0,0,NC
1038,141,291,67,7,107,0,NC
2383,242,506,104,23,206,5,NC
1088,77,225,28,6,81,1,NC
1274,240,354,56,6,52,0,NC
3109,240,633,73,0,203,12,NC
460,38,99,16,5,36,10,NC
6,0,0,0,0,0,0,NC
779,105,157,29,16,67,27,NC
4,1,1,0,0,0,0,NC
29,0,8,0,0,1,0,NC
16,0,0,0,0,0,0,NC
37,2,10,1,1,3,0,NC
3,0,0,0,0,0,0,NC
2288,197,357,52,51,229,7,NC
117,15,20,3,3,8,2,NC
150,7,22,2,0,4,0,NC
538,46,87,16,1,37,5,NC
33,3,9,1,0,3,0,NC
6476,711,1526,232,32,715,177,C
12,1,0,0,0,0,0,NC
13,0,1,0,0,0,0,NC
1823,198,481,79,4,188,7,NC
707,72,150,32,13,81,3,NC
44,7,4,0,0,2,0,NC
2031,175,455,62,62,223,7,NC
7085,546,1455,258,103,579,21,NC
64,10,11,2,0,6,0,NC
115,11,23,5,1,10,0,NC
156,22,34,3,2,14,5,NC
25,7,1,0,0,1,0,NC
289,29,67,13,2,27,1,NC
230,24,60,3,1,19,7,NC
9,0,1,0,0,0,0,NC
1359,282,397,45,0,151,48,NC
5919,755,1375,256,42,609,82,NC
9282,1318,2386,403,282,1061,344,I
906,93,178,31,20,108,1,NC
352,30,57,10,0,20,2,NC
3248,389,755,59,10,236,139,NC
1389,123,330,41,7,112,16,NC
27,0,1,1,0,3,1,NC
212,13,48,5,0,14,4,NC
8022,964,1981,320,242,1013,137,C
5082,534,1351,226,125,699,31,NC
2157,277,462,113,32,174,77,NC
5577,931,1318,159,30,518,329,C
31,0,5,2,0,4,0,NC
240,28,49,8,0,5,0,NC
4,0,0,0,0,0,0,NC
224,22,46,12,4,27,2,NC
342,34,70,13,1,35,1,NC
0,0,0,0,0,0,0,NC
2,2,0,0,0,0,0,NC
220,17,46,9,1,22,2,NC
12,2,1,0,0,0,0,NC
237,16,58,10,2,28,0,NC
35,2,11,1,0,5,1,NC
132,12,28,0,0,0,0,NC
439,53,100,14,13,52,5,NC
1048,109,239,34,7,91,13,NC
673,50,89,22,6,24,3,NC
46,2,8,1,0,2,0,NC
348,41,79,8,3,20,10,NC
3,0,0,0,0,0,0,NC
282,9,59,5,2,18,0,NC
4,0,0,0,0,0,0,NC
7,1,2,0,0,0,0,NC
280,39,60,8,1,10,15,NC
6495,815,1520,284,164,784,238,C
18,13,2,0,0,1,0,NC
236,24,47,8,0,17,5,NC
39,5,5,2,2,4,0,NC
60,7,11,2,2,7,1,NC
16,1,5,0,0,1,0,NC
8,2,2,0,0,0,0,NC
1,0,0,0,0,0,0,NC
2803,304,692,129,84,444,17,NC
106,5,23,3,0,10,0,NC
25,3,5,2,0,6,0,NC
74,8,13,6,0,4,0,NC
301,32,70,17,1,31,11,NC
28,2,6,0,0,0,0,NC
10,0,1,0,0,2,0,NC
3716,361,752,118,50,282,26,C
6276,806,1730,314,159,706,249,C
3511,586,944,130,19,299,253,NC
3753,481,756,189,118,381,52,NC
118,19,27,3,0,6,2,NC
5737,832,1510,305,116,605,211,NC
2901,313,555,110,71,233,81,NC
533,48,100,13,3,30,1,NC
449,54,106,17,2,29,2,NC
33,6,2,2,0,2,0,NC
4,1,1,0,0,1,0,NC
861,110,212,37,37,120,5,NC
82,8,17,3,0,7,3,NC
1489,181,311,44,3,101,54,NC
23,1,2,0,0,3,0,NC
423,56,72,7,6,41,37,NC
384,39,82,17,4,38,3,NC
288,26,53,11,5,23,1,NC
1828,195,422,74,19,168,8,NC
6,0,0,0,0,0,0,NC
2058,324,489,109,24,229,32,NC
809,69,155,18,0,45,17,NC
6592,812,1610,253,105,587,122,NC
