PA,R,H,2B,HR,RBI,SB,HallOfFame
2937,377,585,85,15,156,96,NC
614,67,123,23,1,63,10,NC
15,0,0,0,0,0,0,NC
219,21,47,12,3,21,1,NC
234,55,70,6,0,34,5,NC
94,4,15,4,0,7,0,NC
46,3,10,2,0,5,0,NC
510,64,124,16,0,59,6,NC
919,84,177,24,25,103,2,NC
43,2,8,5,0,4,0,NC
3386,339,931,186,63,428,8,NC
51,5,9,2,0,4,0,NC
63,8,14,1,0,4,3,NC
268,16,61,9,0,16,0,NC
119,13,26,3,0,8,0,NC
475,41,114,15,2,51,5,NC
0,0,0,0,0,0,0,NC
2927,399,774,122,6,220,61,NC
12,1,2,0,0,0,1,NC
2507,698,860,146,6,346,103,C
519,61,103,15,0,20,8,NC
11,2,4,0,0,0,0,NC
190,26,43,7,1,28,3,NC
4033,544,1036,203,178,596,101,NC
2529,290,591,117,44,268,30,NC
18,5,5,0,0,1,1,NC
52,11,19,3,1,3,1,NC
1606,129,337,51,27,163,3,NC
4399,418,873,121,1,182,260,NC
564,51,120,20,2,70,15,NC
248,23,41,8,2,17,0,NC
1505,207,340,43,9,167,68,NC
476,70,132,34,3,99,10,NC
7223,1151,1696,319,44,695,151,C
147,18,30,6,0,11,5,NC
6523,874,1564,343,278,987,91,C
6,0,1,0,0,0,0,NC
9,3,2,0,1,1,0,NC
300,30,64,12,2,24,6,NC
68,4,10,0,0,6,0,NC
2768,354,711,105,21,214,35,NC
1220,117,198,21,14,103,4,NC
6044,1093,1645,294,71,794,195,C
92,5,18,1,0,7,2,NC
4963,605,1226,140,7,329,208,C
1953,229,427,50,2,163,0,NC
702,90,159,28,2,50,12,NC
4126,467,967,142,38,359,49,NC
319,28,62,16,5,26,7,NC
63,6,11,2,0,2,0,NC
223,24,49,11,5,23,1,NC
477,35,88,1,0,33,21,NC
65,5,14,1,0,3,1,NC
51,3,12,1,0,3,2,NC
140,8,23,3,1,9,4,NC
843,84,198,31,5,84,1,NC
34,1,7,2,1,2,0,NC
414,54,93,21,18,45,5,NC
1117,159,301,71,18,146,61,NC
30,2,6,1,0,0,0,NC
5382,648,1284,296,170,699,7,NC
105,3,5,0,0,3,0,NC
253,26,51,6,0,13,5,NC
481,42,90,16,4,59,16,NC
301,35,68,9,3,21,10,NC
2810,303,596,120,69,344,9,NC
6230,846,1720,384,171,946,89,C
5,0,1,0,0,0,0,NC
494,58,124,20,0,58,8,NC
20,1,5,1,0,1,0,NC
8344,977,1868,328,316,1139,24,C
10100,1534,2368,364,516,1472,70,I
400,49,94,25,3,27,7,NC
501,47,99,31,7,51,4,NC
1423,197,369,53,11,64,0,NC
950,67,118,23,0,33,2,NC
64,10,17,1,0,2,1,NC
382,31,67,11,8,32,3,NC
10395,1305,2583,407,512,1636,50,I
1038,97,231,34,19,100,4,NC
656,75,114,29,18,71,9,NC
7102,704,1550,262,77,598,100,C
46,3,6,1,0,1,0,NC
1,0,0,0,0,0,0,NC
5880,666,1542,290,42,584,38,C
144,13,31,5,0,10,2,NC
451,42,96,13,3,31,0,NC
15,1,1,0,0,0,0,NC
1940,106,256,39,24,106,5,NC
1497,157,353,74,6,147,36,NC
722,97,172,26,29,114,3,NC
28,4,7,2,0,2,0,NC
4393,466,1025,217,103,498,22,NC
2624,295,521,95,43,219,69,NC
441,36,97,15,1,44,5,NC
10,1,5,1,0,0,0,NC
8,1,2,0,0,1,0,NC
661,69,139,20,6,48,4,NC
47,6,5,1,0,2,0,NC
90,13,19,4,0,12,4,NC
28,2,11,2,0,3,0,NC
3398,428,722,130,44,235,66,NC
61,3,7,0,0,3,0,NC
11,0,1,0,0,0,1,NC
6136,812,1630,348,114,742,65,C
3950,516,936,223,124,506,71,NC
5739,1066,1493,191,44,732,468,I
1366,119,311,54,13,128,2,NC
4084,365,970,187,36,408,18,NC
86,9,23,5,1,17,0,NC
284,29,75,13,1,18,1,NC
4375,458,1110,146,101,465,118,NC
4870,578,1232,184,60,537,132,C
4346,592,1178,180,46,349,334,NC
1195,116,280,42,25,115,2,NC
288,31,59,10,9,38,5,NC
629,52,146,27,12,68,5,NC
155,10,31,5,0,13,7,NC
85,11,13,1,2,4,1,NC
703,79,185,29,3,70,12,NC
42,3,8,4,0,4,0,NC
3906,355,945,180,72,461,16,NC
1213,120,283,46,12,128,4,NC
5,1,1,0,0,0,0,NC
140,2,29,4,0,11,1,NC
233,16,43,9,0,19,2,NC
2261,191,497,92,6,152,38,NC
1496,124,327,46,3,155,20,C
2569,236,632,158,18,292,38,NC
7834,913,1951,334,253,1071,60,C
3072,245,618,128,58,321,5,NC
70,10,12,4,0,9,0,NC
29,3,4,0,0,2,2,NC
887,67,189,30,19,88,2,NC
3938,552,1021,124,29,423,192,NC
81,6,8,0,0,2,1,NC
7,1,1,0,0,1,0,NC
1391,108,263,26,0,90,6,NC
1423,123,274,47,32,140,3,NC
3,0,0,0,0,0,0,NC
831,112,176,34,16,84,18,NC
2293,143,270,60,28,119,7,NC
4079,470,974,174,66,351,42,C
4679,451,1165,195,20,329,115,NC
496,42,124,13,3,50,1,NC
5813,718,1388,215,195,781,19,NC
5,1,1,0,0,0,0,NC
1275,144,284,32,4,58,27,NC
201,15,39,4,8,29,0,NC
1964,217,443,89,25,158,33,NC
18,3,4,0,0,1,0,NC
3,0,1,0,0,0,0,NC
5,1,1,0,0,0,0,NC
210,20,44,3,3,20,0,NC
58,6,11,2,0,7,1,NC
22,3,2,1,0,0,0,NC
560,40,126,17,2,41,3,NC
1525,78,297,42,8,101,3,C
1119,60,203,22,3,72,1,NC
18,1,3,1,0,2,0,NC
592,133,193,34,0,76,46,NC
6,1,0,0,0,0,0,NC
155,18,29,9,0,12,12,NC
1785,265,445,91,51,211,37,NC
957,87,203,42,8,83,5,NC
122,26,40,0,0,12,2,NC
484,35,104,19,1,26,5,NC
226,20,43,11,0,13,8,NC
1981,136,379,91,30,180,0,NC
12046,1663,3020,585,569,1835,97,C
4782,619,1107,250,213,731,11,NC
692,60,158,20,0,65,2,NC
3,0,0,0,0,0,0,NC
635,85,158,24,4,73,34,NC
5079,366,1243,243,68,548,10,NC
14,2,1,0,0,1,1,NC
13992,1816,3419,646,452,1844,168,I
5,1,1,0,0,0,0,NC
586,48,138,24,3,54,6,NC
1318,122,304,44,22,125,5,NC
109,10,27,3,0,6,1,NC
1075,113,280,49,6,143,3,NC
2924,409,744,161,125,484,19,NC
1461,125,231,23,26,111,25,NC
227,10,21,4,2,14,1,NC
13,0,1,0,0,0,1,NC
2,0,0,0,0,0,0,NC
2616,308,593,87,22,181,34,NC
37,2,4,2,0,0,0,NC
5,1,0,0,0,1,0,NC
3,0,1,0,0,0,0,NC
12,1,2,0,1,3,0,NC
13,0,1,0,0,1,0,NC
4626,764,1256,202,28,644,59,NC
4,0,0,0,0,0,0,NC
4535,454,1100,186,36,422,44,NC
7320,1135,1742,318,341,1039,248,C
1000,80,240,21,0,75,7,NC
108,16,20,4,2,15,8,NC
397,37,67,11,5,28,0,NC
3339,415,739,122,151,449,5,NC
858,73,102,31,18,69,6,NC
451,3,13,1,0,3,2,NC
2007,232,493,94,20,303,2,NC
79,7,8,1,1,2,0,NC
695,65,164,21,0,39,4,NC
25,12,2,0,0,0,1,NC
71,6,7,0,0,5,0,NC
3364,284,546,64,102,315,34,NC
1116,90,273,43,26,144,0,NC
1632,143,365,55,38,183,38,NC
6190,692,1415,221,106,556,40,NC
1608,169,418,79,2,167,3,NC
24,1,1,0,1,1,0,NC
3,0,0,0,0,0,0,NC
7,0,2,0,0,0,0,NC
905,81,204,27,10,85,8,NC
118,17,21,5,3,12,0,NC
281,26,60,16,2,25,0,NC
8,0,2,0,0,1,0,NC
5709,858,1546,219,36,622,189,NC
92,7,15,3,0,4,0,NC
10228,1193,2225,328,390,1314,32,C
1384,178,301,45,5,84,19,NC
37,2,4,1,0,2,0,NC
71,6,14,3,1,8,0,NC
43,2,5,1,0,0,1,NC
5140,834,1281,221,48,672,203,NC
1,0,0,0,0,0,0,NC
5,0,0,0,0,0,0,NC
825,105,192,25,1,57,10,NC
4,0,0,0,0,0,0,NC
61,6,10,1,0,3,0,NC
115,9,27,1,0,9,5,NC
66,13,9,0,0,0,0,NC
9,1,1,0,0,0,0,NC
2052,224,422,78,56,236,23,NC
597,74,81,12,13,52,3,NC
6024,859,1532,325,285,983,31,C
75,11,11,0,0,3,6,NC
302,46,65,11,4,19,15,NC
7814,1176,1951,431,378,1274,89,NC
882,90,161,34,5,56,16,NC
143,11,23,2,1,14,4,NC
3,1,1,0,0,0,0,NC
94,7,16,2,0,8,2,NC
1991,250,444,63,5,143,116,NC
125,22,22,5,3,17,2,NC
62,3,13,1,1,8,0,NC
345,32,71,7,6,25,1,NC
617,51,129,17,10,52,4,NC
70,4,18,0,0,0,0,NC
42,6,6,0,0,1,1,NC
632,46,90,12,1,26,13,NC
120,10,25,5,0,16,0,NC
1131,86,128,13,2,69,34,NC
171,16,25,4,3,15,0,NC
1784,201,431,88,31,181,5,NC
125,18,27,4,0,4,2,NC
1382,101,285,47,1,99,2,NC
955,114,206,27,6,47,23,NC
6,0,1,0,0,0,0,NC
10,1,0,0,0,0,0,NC
1447,107,247,29,29,135,2,NC
3,3,1,0,0,0,0,NC
614,121,176,6,1,32,27,NC
8,0,0,0,0,0,0,NC
285,32,54,12,1,18,4,NC
18,1,5,1,0,0,0,NC
99,12,25,3,3,19,0,NC
11,1,1,0,0,0,0,NC
166,14,32,0,1,6,1,NC
186,16,43,9,0,21,2,NC
332,29,52,11,8,37,4,NC
2210,328,517,69,9,193,67,NC
8247,1092,2020,374,193,1007,341,C
910,138,212,24,5,83,60,NC
12,1,2,0,0,1,0,NC
20,2,2,0,0,2,0,NC
3818,413,875,181,135,495,9,NC
31,4,6,0,3,5,0,NC
1501,143,323,53,11,89,17,NC
4936,456,1082,100,2,369,142,NC
4,0,0,0,0,0,0,NC
392,40,95,17,4,42,5,NC
1238,100,259,38,2,109,8,NC
22,2,3,0,0,3,2,NC
127,6,20,0,0,7,1,NC
1230,161,292,29,0,85,12,NC
3,0,0,0,0,0,0,NC
2548,197,524,70,61,256,1,NC
843,54,129,22,11,68,0,NC
491,71,113,14,2,34,45,NC
61,12,12,2,0,3,4,NC
7149,774,1690,263,31,783,336,I
76,4,12,0,0,2,3,NC
193,15,45,10,2,18,0,NC
1,0,0,0,0,0,0,NC
2764,305,656,90,21,261,105,C
63,8,22,2,0,5,0,NC
21,3,6,1,0,4,0,NC
4464,427,960,145,80,422,26,NC
610,32,71,15,2,26,4,NC
1279,138,283,50,4,96,17,NC
131,10,18,3,0,11,1,NC
2646,285,632,92,18,230,57,NC
1479,158,358,56,29,172,7,NC
58,9,8,3,0,2,0,NC
706,58,179,24,10,92,7,NC
791,102,187,30,6,52,41,NC
2307,220,551,94,5,244,3,NC
111,17,24,1,0,11,7,NC
27,1,3,1,0,2,0,NC
240,34,43,5,3,19,9,NC
870,69,112,16,15,63,6,NC
47,3,7,2,1,6,1,NC
929,118,215,23,5,107,17,NC
141,23,42,5,6,15,1,NC
759,98,155,30,3,55,33,NC
6,0,4,1,0,2,0,NC
106,8,20,5,0,8,0,NC
62,3,8,1,0,3,0,NC
8,2,1,0,0,0,0,NC
24,2,2,0,0,1,1,NC
471,38,108,16,0,38,0,NC
1065,117,258,33,7,104,8,NC
2703,404,596,79,86,329,27,NC
14,0,0,0,0,0,0,NC
5013,620,1147,189,76,418,250,NC
4202,514,1090,152,56,409,165,C
307,21,60,9,0,24,2,NC
25,0,1,0,0,0,0,NC
4255,584,1106,183,82,397,158,NC
2852,260,597,95,86,314,4,NC
59,5,11,2,2,7,0,NC
4279,703,1163,190,36,314,128,NC
64,4,15,3,0,5,0,NC
2509,328,530,117,32,195,133,NC
558,79,110,12,2,46,38,NC
4246,395,939,161,27,346,69,NC
547,109,131,15,0,64,6,NC
275,24,43,9,2,24,0,NC
208,29,36,6,0,19,3,NC
86,13,22,6,1,11,0,NC
3506,388,775,146,56,421,29,NC
906,70,190,26,3,86,23,NC
3545,423,814,113,11,334,132,NC
3054,473,786,155,58,368,87,C
18,1,4,1,0,1,0,NC
187,11,47,8,0,15,1,NC
4085,272,870,108,7,272,25,NC
6419,604,1440,211,25,620,185,NC
3238,254,683,119,46,339,12,NC
102,9,21,7,0,8,0,NC
4,0,0,0,0,0,0,NC
40,4,11,1,0,2,0,NC
4346,417,929,129,77,366,22,NC
4562,484,944,129,204,655,13,NC
787,68,172,20,13,76,1,NC
46,4,14,4,0,1,0,NC
7437,926,1757,321,226,840,74,C
19,4,1,0,0,1,0,NC
1150,139,261,57,44,142,14,NC
1081,131,267,53,1,74,9,NC
20,2,2,0,0,1,0,NC
971,95,212,26,9,81,9,NC
1044,196,254,24,1,51,0,NC
242,24,49,7,2,23,0,NC
62,6,10,0,0,5,1,NC
1940,146,429,33,4,130,55,NC
12,2,4,0,0,2,0,NC
79,7,17,3,1,10,0,NC
41,2,7,1,0,2,1,NC
68,9,6,0,0,0,4,NC
8,1,2,0,0,0,0,NC
1824,126,437,63,23,172,6,NC
7529,739,1788,346,57,753,47,I
6504,1003,1524,259,48,792,386,NC
173,14,39,8,2,15,0,NC
4009,411,802,142,87,423,34,NC
2300,180,468,101,52,226,10,NC
7340,1077,1750,248,169,659,575,C
4663,671,1070,139,23,570,126,NC
13,0,0,0,0,0,0,NC
1426,182,327,52,16,156,8,NC
4,1,0,0,0,0,0,NC
1974,280,460,80,49,181,98,NC
5852,837,1675,329,221,860,100,C
42,2,7,1,0,0,0,NC
3981,465,1115,175,38,553,32,NC
4790,555,1151,202,159,625,16,NC
283,42,70,20,3,23,2,NC
8133,1094,2107,444,196,987,554,C
462,60,101,17,13,65,1,NC
2883,294,628,114,77,358,36,NC
25,3,6,1,0,1,0,NC
59,13,15,2,0,7,2,NC
3078,261,644,86,39,252,65,NC
327,28,56,7,1,37,9,NC
25,0,4,0,0,2,0,NC
7718,952,1839,277,251,1032,128,C
1,0,0,0,0,0,0,NC
2674,251,617,91,21,253,51,NC
1755,237,439,79,18,122,35,NC
8,0,0,0,0,0,0,NC
283,28,75,13,1,23,3,NC
15,0,1,0,0,0,0,NC
239,16,42,12,2,19,1,NC
54,4,9,2,0,2,4,NC
8545,1119,2188,425,84,1182,444,C
5177,786,1421,217,46,458,170,NC
6514,1186,1866,309,58,632,96,I
5475,469,1268,210,49,541,19,NC
8188,1063,2391,379,82,903,377,C
10460,1423,3112,622,75,1536,362,I
5089,703,1307,197,191,656,45,NC
108,14,21,1,0,10,2,NC
2941,665,866,124,11,326,47,C
3351,259,704,114,31,288,17,NC
1631,172,388,59,6,145,26,NC
2203,286,593,110,19,231,23,NC
743,80,158,23,11,98,10,NC
455,41,92,11,12,39,3,NC
111,14,21,3,0,18,0,NC
6732,1316,1838,257,106,853,428,NC
152,16,36,3,2,11,1,NC
234,31,52,5,0,23,1,NC
4383,499,1045,183,92,408,62,NC
27,1,7,2,0,1,1,NC
36,5,7,1,1,6,0,NC
551,45,120,19,1,38,8,NC
380,36,65,16,5,37,0,NC
26,2,5,1,0,3,0,NC
59,5,12,0,0,4,1,NC
0,0,0,0,0,0,0,NC
1072,126,224,37,3,79,8,NC
1,0,0,0,0,0,0,NC
3695,405,959,197,118,459,54,NC
344,54,88,13,4,38,37,NC
8230,1118,1826,332,340,1180,77,C
8649,1011,2054,395,267,1154,53,C
942,106,255,28,1,75,29,NC
27,4,5,2,0,1,1,NC
636,60,145,14,1,33,11,NC
191,12,31,4,2,19,0,NC
2535,313,603,123,11,221,30,NC
283,24,54,5,0,15,7,NC
105,16,22,6,0,5,7,NC
68,3,12,0,0,3,1,NC
5021,671,1290,196,27,735,164,NC
5267,666,1217,207,132,633,18,NC
2187,202,494,64,47,235,6,NC
450,27,91,15,1,42,0,NC
727,63,170,28,1,64,3,NC
2404,189,467,69,44,215,11,NC
128,10,27,5,0,10,0,NC
279,28,52,12,2,14,4,NC
1524,195,408,54,6,181,55,NC
65,19,18,2,0,3,5,NC
17,0,2,1,0,0,0,NC
81,4,12,1,0,3,5,NC
3564,348,835,135,62,356,25,NC
7884,1055,1680,377,275,959,296,C
438,56,109,11,4,35,47,NC
4,0,0,0,0,0,0,NC
1,0,0,0,0,0,0,C
130,19,30,6,3,10,3,NC
2,0,0,0,0,0,0,NC
2451,273,462,68,47,205,29,NC
1109,84,175,44,28,111,1,NC
2030,458,680,125,21,339,50,C
151,9,33,7,2,15,0,NC
293,26,69,11,1,23,0,NC
50,4,9,1,0,3,2,NC
19,1,3,1,1,1,0,NC
174,11,23,4,0,5,0,NC
85,7,16,2,0,10,2,NC
71,1,10,0,0,4,0,NC
327,25,66,10,4,24,0,NC
4522,407,945,144,125,619,3,C
932,75,200,41,17,103,3,NC
195,111,36,4,0,4,103,NC
47,4,6,0,0,1,2,NC
151,13,34,7,3,16,1,NC
2,0,0,0,0,0,0,NC
108,17,21,1,0,5,4,NC
3,0,0,0,0,0,0,NC
4388,606,957,87,9,277,200,NC
4654,643,1054,142,27,345,265,NC
37,5,7,0,1,4,1,NC
417,61,97,17,4,41,4,NC
404,13,28,4,0,17,5,NC
2514,320,580,67,3,168,125,NC
134,13,14,1,1,6,3,NC
33,2,7,1,0,3,1,NC
331,22,80,13,7,47,1,NC
386,39,90,9,1,31,4,NC
13,0,2,0,0,0,0,NC
2102,219,528,89,8,175,26,NC
1367,132,289,32,3,85,57,NC
1100,113,260,43,11,114,3,NC
0,0,0,0,0,0,0,NC
2142,216,515,74,10,218,30,NC
85,17,20,3,0,16,12,NC
70,9,8,1,3,6,0,NC
488,62,118,16,1,56,13,NC
6304,753,1626,260,62,588,235,NC
30,1,7,1,0,2,1,NC
55,6,11,1,0,8,3,NC
4517,486,1103,201,28,525,124,NC
2069,216,447,70,19,138,101,NC
2488,220,564,93,22,289,27,NC
3898,303,757,80,7,256,7,C
4,0,0,0,0,0,0,NC
254,14,50,5,0,20,2,NC
3377,392,787,159,140,470,4,NC
538,61,130,24,12,54,23,NC
6676,887,1838,315,96,987,235,I
5246,603,1185,164,10,505,285,NC
2471,177,458,88,22,175,4,NC
1524,197,382,74,19,163,39,NC
2,1,1,0,0,0,0,NC
1832,203,467,75,67,252,11,NC
8,2,2,1,1,2,0,NC
57,4,8,1,1,4,0,NC
15,1,4,1,0,0,0,NC
73,6,12,4,1,3,0,NC
4342,480,898,108,4,254,92,NC
746,98,170,18,0,54,15,NC
885,131,199,26,10,82,9,NC
1667,339,449,64,4,215,35,NC
290,38,51,8,5,19,5,NC
0,33,0,0,0,0,31,NC
2810,281,616,94,102,327,7,C
179,46,85,16,0,1,0,NC
1444,157,335,57,24,149,9,NC
766,83,160,34,9,75,3,NC
920,74,203,41,25,109,1,NC
26,4,3,0,0,1,0,NC
302,33,75,6,1,27,0,NC
7043,1037,1666,341,305,983,304,C
44,0,4,2,0,1,0,NC
2,0,0,0,0,0,0,NC
124,5,19,4,0,7,0,NC
2023,191,597,88,3,277,59,NC
870,95,189,32,4,66,8,NC
216,41,60,8,1,31,2,NC
6,0,0,0,0,0,0,NC
8250,1188,2077,362,41,611,383,C
527,42,104,9,0,34,6,C
480,77,155,23,1,0,0,NC
56,7,11,1,0,1,0,NC
15,2,2,2,0,1,0,NC
7,0,2,0,0,0,1,NC
43,4,10,3,0,5,0,NC
357,27,84,17,0,15,4,NC
191,8,35,4,0,14,1,NC
116,13,28,6,0,8,1,NC
4,0,0,0,0,0,0,NC
6299,955,1759,182,39,617,254,C
9309,1188,2099,360,275,1073,50,C
292,40,69,8,3,44,4,NC
1,0,0,0,0,0,0,NC
7025,861,1779,385,68,789,51,I
114,8,26,9,0,8,0,NC
7812,984,1909,300,353,1231,45,C
652,63,148,28,8,58,3,NC
336,30,76,11,1,30,1,NC
12,2,3,0,0,1,0,NC
2051,170,494,81,11,234,13,NC
14,0,1,0,0,1,0,NC
52,8,13,3,0,4,0,NC
178,25,43,8,2,16,0,NC
146,17,29,7,0,11,3,NC
8559,985,2029,317,246,1065,21,C
2093,209,474,76,65,254,7,NC
2766,304,620,128,99,377,27,NC
496,42,104,19,4,38,4,NC
3528,457,781,145,18,251,21,NC
855,49,181,34,8,78,2,NC
28,2,5,0,0,0,0,NC
19,0,4,3,0,4,0,NC
6220,873,2014,270,35,469,170,C
905,104,152,19,0,24,25,NC
1,0,0,0,0,0,0,NC
7737,1059,1660,335,209,764,313,C
1616,84,222,30,12,84,11,NC
308,8,20,2,4,10,2,NC
84,6,19,3,0,8,5,NC
797,75,175,19,15,74,6,NC
4100,618,1054,209,23,376,176,C
5242,648,1069,139,166,609,100,NC
78,14,23,2,0,15,2,NC
408,13,66,11,0,31,0,NC
601,70,125,20,3,46,32,NC
232,21,39,5,0,12,4,NC
443,46,95,17,1,35,5,NC
0,0,0,0,0,0,0,NC
135,4,18,0,0,0,2,NC
1795,235,425,83,35,176,48,NC
2195,236,412,67,30,183,26,NC
625,42,131,18,1,69,5,NC
6794,948,1474,146,9,318,324,C
21,3,4,1,0,2,1,NC
11092,1465,3184,534,444,1808,35,C
49,0,2,0,0,0,0,NC
509,51,91,8,9,30,7,NC
2211,276,573,93,70,318,21,NC
2235,196,471,77,4,216,28,NC
1117,55,174,22,0,43,42,NC
46,10,9,1,1,1,5,NC
308,43,54,6,1,8,14,NC
9,1,2,0,0,0,0,NC
188,15,34,3,0,18,0,NC
3095,155,568,70,37,238,4,NC
17,4,2,1,0,0,0,NC
100,9,17,1,0,4,0,NC
3,0,0,0,0,0,0,NC
3106,316,659,97,36,255,113,NC
4309,491,937,166,86,515,40,NC
47,3,14,2,0,5,0,NC
2166,238,408,80,85,270,12,NC
0,0,0,0,0,0,0,NC
3390,396,767,81,7,162,126,C
28,2,3,0,0,2,0,NC
463,50,91,21,13,55,7,NC
3615,464,973,143,17,270,133,NC
233,30,47,5,2,12,11,NC
1500,151,413,77,40,211,1,NC
14,0,4,1,0,2,0,NC
377,47,76,9,0,24,7,NC
30,6,7,2,0,0,1,NC
143,19,27,4,0,5,12,NC
1360,111,314,51,2,145,27,NC
3539,416,723,132,107,449,28,NC
20,2,4,0,0,1,1,NC
1869,188,398,86,49,221,7,NC
2,0,0,0,0,0,0,NC
551,40,108,19,6,33,6,NC
30,6,4,1,1,3,0,NC
197,20,40,5,9,33,0,NC
168,10,27,10,0,7,0,NC
11,3,3,0,3,5,0,NC
3123,274,711,91,84,406,15,NC
1909,177,456,63,11,168,26,NC
3171,396,775,165,69,340,45,NC
0,0,0,0,0,0,0,NC
59,3,9,2,0,1,1,NC
209,27,38,8,7,28,0,NC
79,3,13,1,0,4,1,NC
306,40,41,8,2,25,10,NC
4313,347,930,186,78,449,2,C
2,0,0,0,0,0,0,NC
537,49,108,26,14,49,7,NC
30,0,5,1,0,3,0,NC
6291,717,1537,275,105,711,35,NC
40,3,7,1,1,8,0,NC
0,1,0,0,0,0,0,NC
3417,313,756,126,74,404,8,NC
12,1,3,0,0,0,0,NC
261,25,54,11,2,37,6,NC
723,37,137,17,2,45,9,NC
2514,224,646,132,54,284,2,NC
396,35,80,10,1,27,2,NC
125,6,17,1,0,7,0,NC
23,10,2,0,0,0,6,NC
3,0,0,0,0,0,0,NC
401,34,51,6,5,33,2,NC
7,0,1,0,0,0,0,NC
2088,203,422,52,1,162,18,NC
5693,894,1828,319,55,794,206,C
105,6,27,6,1,7,0,NC
3251,436,683,127,46,241,20,C
3039,368,721,117,16,377,46,NC
2,0,0,0,0,0,0,NC
326,48,80,6,2,23,21,NC
5409,901,1297,269,183,795,37,C
541,54,85,10,1,30,18,NC
40,4,13,3,0,5,1,NC
108,13,21,3,3,11,2,NC
17,1,3,0,0,0,0,NC
1683,106,306,52,10,123,12,NC
100,7,19,5,0,10,0,NC
15,0,2,0,0,1,1,NC
31,23,6,0,1,2,10,NC
1378,125,236,36,8,70,10,NC
119,11,23,4,0,13,1,NC
0,1,0,0,0,0,0,NC
53,4,12,2,0,2,0,NC
4,0,0,0,0,0,0,NC
14,1,1,0,0,0,0,NC
1327,102,327,51,2,118,8,NC
10184,1315,2808,544,350,1546,157,C
20,1,4,1,0,2,0,NC
147,11,18,5,0,4,0,NC
7004,639,1436,239,66,599,90,NC
4949,610,1275,270,186,643,46,NC
1704,150,404,78,13,179,4,NC
8,0,1,0,0,2,0,NC
2,0,0,0,0,0,0,NC
1474,131,316,66,27,133,9,NC
7402,662,1725,285,118,689,39,C
67,7,10,0,1,7,2,NC
32,4,8,1,0,4,1,NC
598,43,119,13,1,24,7,NC
3,0,0,0,0,0,0,NC
2227,281,538,110,61,236,24,NC
69,4,16,2,0,3,0,NC
310,32,64,7,8,34,1,NC
88,1,19,3,0,9,0,NC
235,26,47,4,0,14,7,NC
2668,276,647,128,32,347,18,C
560,48,107,21,1,49,14,NC
119,30,25,3,0,7,27,NC
7,0,1,0,0,0,0,NC
15,1,3,0,0,1,0,NC
7171,1075,1884,359,275,1095,73,I
4582,598,1123,214,121,566,61,NC
14,0,2,0,0,0,0,NC
191,20,38,3,0,14,9,NC
2,0,0,0,0,0,0,NC
1651,137,386,85,40,172,1,NC
3066,343,724,125,78,329,25,NC
691,83,169,30,15,84,7,NC
2825,187,711,95,6,301,19,C
12,1,1,0,0,0,0,NC
4,0,0,0,0,1,0,NC
79,6,15,2,0,4,2,NC
9057,1329,2108,260,61,797,353,C
150,16,10,0,0,0,0,NC
41,1,5,2,0,3,0,NC
123,13,19,3,0,4,2,NC
21,1,4,1,0,6,0,NC
86,8,19,3,0,1,2,NC
1465,144,324,55,17,127,10,NC
43,8,6,2,0,6,1,NC
4831,580,1082,195,88,457,209,NC
1238,213,329,43,3,115,0,NC
232,25,45,6,0,13,0,NC
22,3,9,1,0,1,0,NC
777,57,165,27,4,49,13,NC
3419,409,832,132,101,403,52,NC
276,38,51,11,0,22,3,NC
1,1,1,0,0,0,0,NC
5,0,0,0,0,0,0,NC
9052,1729,2639,468,62,1208,229,I
112,17,23,2,3,14,3,NC
186,30,36,1,0,10,10,NC
440,50,92,29,16,50,2,NC
133,8,17,1,0,7,4,NC
27,1,2,0,0,0,0,NC
234,33,55,4,0,13,0,NC
17,2,4,0,1,3,0,NC
2924,244,617,105,26,239,49,NC
2052,151,382,49,18,146,20,NC
6973,1140,2067,270,24,988,70,I
794,94,161,37,12,61,6,NC
3,0,0,0,0,0,0,NC
1496,155,267,42,10,135,55,NC
498,34,64,7,1,19,4,NC
132,13,27,3,0,16,2,NC
3,0,1,0,0,0,0,NC
2307,313,561,143,78,363,39,NC
190,25,48,9,3,28,1,NC
5507,667,1335,187,32,373,395,NC
333,33,55,8,4,28,0,NC
0,1,0,0,0,0,0,NC
574,70,113,19,2,46,3,NC
3796,434,779,97,133,480,18,NC
2941,278,630,90,4,254,87,NC
8847,1547,2369,420,132,1258,229,I
25,3,3,1,0,0,0,NC
1006,90,264,35,13,110,5,NC
434,39,70,9,11,49,1,NC
1872,139,339,43,2,129,42,NC
1,0,0,0,0,0,0,NC
571,61,138,26,7,68,2,NC
352,27,63,9,0,22,5,NC
4272,478,992,154,14,381,139,NC
241,22,51,12,2,9,2,NC
15,2,1,0,0,0,0,NC
3762,513,980,194,114,619,42,NC
75,11,16,4,2,10,1,NC
545,45,113,25,1,28,15,NC
178,16,41,6,3,18,1,NC
198,7,18,2,0,8,0,NC
2,0,0,0,0,0,0,NC
7552,1133,1997,310,27,797,374,C
21,3,5,1,0,0,0,NC
94,16,36,6,4,22,0,NC
1,1,0,0,0,0,0,NC
3463,256,625,85,19,198,7,NC
1911,189,480,61,11,170,48,NC
5586,633,1306,180,20,471,184,NC
5755,736,1292,216,58,489,225,NC
21,0,4,0,0,1,0,NC
448,36,86,10,1,31,13,NC
20,0,4,1,0,0,0,NC
169,17,50,15,5,22,0,NC
745,75,160,25,6,49,3,NC
